#MPHA.GSTICS.IEEETimeStr	MPQ	MASS	cal
1993-033T21:27:16.200	15.764	18.670	
1993-012T17:30:15.500	9.0710	18.650	
1993-012T16:53:36.600	17.686	18.650	
1993-012T17:45:34.900	14.660	18.650	
1993-012T20:31:48.000	17.151	18.640	
1993-012T20:14:30.500	10.845	18.640	
1993-012T20:18:53.600	17.151	18.640	
1993-012T17:38:46.700	17.151	18.640	
1993-033T20:17:27.900	17.151	18.640	
1993-012T21:17:46.600	17.151	18.640	
1993-033T20:52:10.000	17.151	18.640	
1993-012T20:25:20.800	17.151	18.640	
1993-012T17:33:56.300	8.0510	18.620	
1993-012T20:53:37.800	7.4520	18.610	
1993-012T20:15:37.000	18.128	18.610	
1993-012T17:55:42.800	11.517	18.610	
1993-012T20:57:57.900	8.9100	18.610	
1993-012T17:33:07.900	12.706	18.600	
1993-033T21:13:36.000	8.2210	18.600	
1993-033T20:13:53.100	8.2210	18.600	
1993-012T17:05:21.300	8.2210	18.600	
1993-012T20:35:25.800	14.928	18.600	
1993-012T20:45:30.800	14.928	18.600	
1993-012T20:28:34.400	14.928	18.600	
1993-012T17:15:26.300	8.2210	18.600	
1993-033T20:51:48.800	8.2210	18.600	
1993-012T20:47:34.800	8.2210	18.600	
1993-012T17:25:55.400	8.2210	18.600	
1993-033T20:27:33.100	7.1040	18.600	
1993-012T20:29:25.800	8.2210	18.600	
1993-012T17:33:10.900	8.2210	18.600	
1993-012T17:08:10.800	16.465	18.590	
1993-012T17:02:56.200	16.465	18.590	
1993-033T21:29:38.300	18.819	18.590	
1993-033T20:21:57.300	16.465	18.590	
1993-033T20:07:01.500	16.465	18.590	
1993-012T20:54:26.100	16.465	18.590	
1993-012T16:51:14.500	16.465	18.590	
1993-012T16:54:52.300	16.465	18.590	
1993-012T17:28:20.600	16.465	18.590	
1993-012T17:25:31.200	16.465	18.590	
1993-012T20:29:50.000	16.465	18.590	
1993-012T21:04:07.000	7.7360	18.590	
1993-012T17:40:02.200	16.465	18.590	
1993-012T20:51:36.800	16.465	18.590	
1993-033T20:51:24.500	16.465	18.590	
1993-033T20:15:05.800	16.465	18.590	
1993-012T20:37:54.000	16.465	18.590	
1993-033T20:22:21.500	16.465	18.590	
1993-012T17:06:09.800	16.465	18.590	
1993-012T20:10:49.600	26.038	18.590	
1993-012T17:42:21.300	18.819	18.590	
1993-012T17:38:49.700	16.465	18.590	
1993-012T17:10:35.900	16.465	18.590	
1993-033T20:09:02.600	16.465	18.590	
1993-012T20:16:55.600	16.465	18.590	
1993-033T20:19:56.200	7.7360	18.590	
1993-012T17:21:53.400	16.465	18.590	
1993-012T20:47:10.600	16.465	18.590	
1993-012T17:14:13.700	16.465	18.590	
1993-012T18:13:30.600	7.7360	18.590	
1993-012T20:26:12.300	16.465	18.590	
1993-033T20:37:41.400	16.465	18.590	
1993-012T17:38:49.700	16.465	18.590	
1993-012T20:26:12.300	16.465	18.590	
1993-012T20:29:25.800	16.465	18.590	
1993-033T21:16:01.300	16.465	18.590	
1993-033T21:34:59.200	16.465	18.590	
1993-012T21:09:21.600	16.465	18.590	
1993-033T21:22:28.700	16.465	18.590	
1993-012T17:33:35.100	16.465	18.590	
1993-012T17:05:39.500	18.819	18.590	
1993-012T20:13:42.100	16.465	18.590	
1993-012T20:31:26.800	16.465	18.590	
1993-012T17:12:12.700	16.465	18.590	
1993-012T20:22:34.500	16.465	18.590	
1993-012T20:47:34.800	16.465	18.590	
1993-012T20:45:55.000	16.624	18.580	
1993-012T20:42:20.200	14.983	18.580	
1993-012T17:19:49.500	16.624	18.580	
1993-012T17:41:39.000	10.756	18.580	
1993-012T20:28:13.200	14.983	18.580	
1993-012T17:20:13.600	16.624	18.580	
1993-033T20:55:23.600	16.624	18.580	
1993-033T19:32:40.600	16.624	18.580	
1993-012T20:47:07.500	16.624	18.580	
1993-012T17:34:23.500	14.983	18.580	
1993-012T19:54:41.600	16.624	18.580	
1993-012T18:07:48.800	16.624	18.580	
1993-012T17:33:59.300	14.983	18.580	
1993-012T17:39:10.800	16.624	18.580	
1993-012T17:22:14.600	16.624	18.580	
1993-012T17:28:20.600	14.983	18.580	
1993-012T17:31:55.300	16.624	18.580	
1993-012T20:39:06.600	14.983	18.580	
1993-012T17:59:44.800	16.624	18.580	
1993-012T20:24:32.400	16.624	18.580	
1993-033T20:13:25.900	16.624	18.580	
1993-012T17:37:34.100	16.624	18.580	
1993-012T17:46:26.300	16.624	18.580	
1993-012T16:51:11.500	16.624	18.580	
1993-012T21:03:42.800	14.983	18.580	
1993-012T20:19:17.800	16.624	18.580	
1993-012T17:23:03.000	16.624	18.580	
1993-012T17:10:32.900	16.624	18.580	
1993-012T20:22:34.500	14.983	18.580	
1993-012T17:14:10.700	16.624	18.580	
1993-012T17:18:15.600	14.983	18.580	
1993-012T17:20:13.600	16.624	18.580	
1993-033T21:20:48.800	16.624	18.580	
1993-012T17:22:35.700	16.565	18.570	
1993-012T20:42:14.100	16.565	18.570	
1993-012T20:58:46.300	16.565	18.570	
1993-012T20:31:45.000	6.3870	18.570	
1993-012T21:24:59.200	16.565	18.570	
1993-012T17:28:14.500	16.565	18.570	
1993-033T21:03:48.900	16.565	18.570	
1993-012T17:51:13.600	17.449	18.570	
1993-012T17:00:00.700	17.449	18.570	
1993-012T18:01:42.800	16.565	18.570	
1993-012T16:52:21.000	16.565	18.570	
1993-012T20:53:55.900	15.282	18.560	
1993-012T17:14:13.700	14.333	18.540	
1993-033T21:02:42.400	14.333	18.540	
1993-012T20:47:34.800	5.4500	18.540	
1993-012T18:06:09.000	11.743	18.540	
1993-012T17:32:16.400	8.2780	18.540	
1993-012T20:36:41.400	14.333	18.540	
1993-033T21:27:43.400	14.333	18.540	
1993-012T17:18:15.600	14.333	18.540	
1993-012T20:19:20.800	14.333	18.540	
1993-012T21:06:56.400	14.333	18.540	
1993-012T21:05:37.600	5.8540	18.540	
1993-012T16:56:04.800	14.333	18.540	
1993-012T17:22:17.600	5.4500	18.540	
1993-012T17:22:38.800	7.9290	18.530	
1993-012T20:19:14.800	15.492	18.510	
1993-012T20:21:40.000	15.492	18.510	
1993-012T20:52:43.300	15.492	18.510	
1993-012T17:28:17.600	9.9870	18.510	
1993-012T20:20:57.600	15.648	18.500	
1993-012T20:35:53.000	15.648	18.500	
1993-012T20:58:04.000	15.648	18.500	
1993-012T21:10:34.100	15.648	18.500	
1993-012T20:10:28.500	15.648	18.500	
1993-012T17:37:37.100	15.648	18.500	
1993-012T20:43:08.600	15.648	18.500	
1993-012T20:44:21.100	15.648	18.500	
1993-012T17:13:49.500	15.648	18.500	
1993-012T20:48:23.200	15.648	18.500	
1993-012T16:50:50.300	15.648	18.500	
1993-012T20:39:30.800	15.648	18.500	
1993-012T17:20:40.800	15.648	18.500	
1993-033T21:12:47.600	15.648	18.500	
1993-012T17:35:11.900	15.648	18.500	
1993-012T16:57:41.600	15.648	18.500	
1993-012T17:23:30.200	15.648	18.500	
1993-012T17:24:42.800	15.648	18.500	
1993-033T21:27:19.200	15.648	18.500	
1993-012T17:31:10.000	15.648	18.500	
1993-012T21:06:56.400	15.648	18.500	
1993-012T17:14:13.700	15.648	18.500	
1993-033T21:24:29.800	15.648	18.500	
1993-012T20:16:55.600	15.648	18.500	
1993-012T17:14:13.700	15.648	18.500	
1993-012T20:35:28.800	15.648	18.500	
1993-012T20:25:48.000	15.648	18.500	
1993-012T17:46:29.300	15.648	18.500	
1993-012T17:13:25.300	15.648	18.500	
1993-012T17:36:24.500	15.648	18.500	
1993-012T20:39:55.000	15.648	18.500	
1993-012T17:09:20.300	12.403	18.490	
1993-033T21:16:01.300	8.0250	18.490	
1993-012T16:58:48.100	5.7240	18.490	
1993-033T20:48:04.800	19.523	18.490	
1993-012T17:27:56.300	8.0250	18.490	
1993-012T17:27:26.100	8.5910	18.490	
1993-033T20:46:34.000	8.0250	18.490	
1993-012T20:12:05.300	8.0250	18.490	
1993-012T17:38:43.600	8.5910	18.490	
1993-012T21:14:33.100	16.106	18.480	
1993-012T16:48:22.100	16.106	18.480	
1993-012T17:13:22.300	16.106	18.480	
1993-033T20:15:02.800	16.106	18.480	
1993-012T17:19:49.500	15.260	18.480	
1993-012T20:54:23.100	16.106	18.480	
1993-012T17:05:42.600	15.260	18.480	
1993-033T21:35:20.400	16.106	18.480	
1993-012T19:52:13.500	13.064	18.480	
1993-033T20:52:34.100	16.106	18.480	
1993-012T21:00:26.100	16.106	18.480	
1993-012T20:41:53.000	16.106	18.480	
1993-033T21:01:51.000	16.106	18.480	
1993-033T20:53:22.500	16.106	18.480	
1993-012T16:58:27.000	8.4210	18.480	
1993-012T18:14:16.000	15.260	18.480	
1993-012T16:56:26.000	15.260	18.480	
1993-012T17:29:06.000	16.106	18.480	
1993-012T20:46:43.300	15.260	18.480	
1993-012T20:35:50.000	16.106	18.480	
1993-012T17:21:50.400	16.106	18.480	
1993-033T20:57:00.500	16.106	18.480	
1993-012T17:42:48.600	16.106	18.480	
1993-012T17:38:46.700	15.260	18.480	
1993-012T17:12:33.900	16.106	18.480	
1993-012T17:27:05.000	15.260	18.480	
1993-012T17:31:55.300	15.260	18.480	
1993-012T17:16:35.800	16.106	18.480	
1993-012T20:24:08.200	16.106	18.480	
1993-012T20:35:25.800	16.106	18.480	
1993-012T17:14:10.700	16.106	18.480	
1993-012T17:26:40.800	15.260	18.480	
1993-012T20:43:54.000	16.106	18.480	
1993-012T17:04:54.100	16.106	18.480	
1993-033T20:15:51.100	15.260	18.480	
1993-012T17:19:25.300	16.106	18.480	
1993-033T20:46:06.800	15.260	18.480	
1993-012T20:42:17.100	15.260	18.480	
1993-012T16:50:23.100	16.106	18.480	
1993-012T17:21:53.400	5.3700	18.480	
1993-012T17:27:53.300	15.260	18.480	
1993-012T17:19:25.300	16.106	18.480	
1993-012T20:45:06.500	16.106	18.480	
1993-033T21:13:57.200	16.106	18.480	
1993-033T20:43:44.600	13.199	18.460	
1993-012T16:54:03.800	13.199	18.460	
1993-012T20:12:53.600	13.199	18.460	
1993-012T21:02:30.200	13.199	18.460	
1993-012T17:25:25.100	16.784	18.450	
1993-012T16:59:36.500	16.784	18.450	
1993-012T16:54:46.100	16.784	18.450	
1993-012T17:24:12.500	16.784	18.450	
1993-033T21:12:47.600	6.8990	18.450	
1993-033T20:08:08.100	16.784	18.450	
1993-033T20:14:11.200	10.943	18.440	
1993-012T20:28:55.600	15.704	18.440	
1993-012T21:01:59.900	15.704	18.440	
1993-012T20:14:06.300	19.338	18.440	
1993-033T20:24:19.500	6.9890	18.440	
1993-012T17:27:01.800	18.357	18.430	
1993-033T20:41:19.300	7.5460	18.430	
1993-012T17:17:00.100	8.2970	18.420	
1993-012T17:08:07.800	5.7940	18.420	
1993-012T20:44:18.100	8.2970	18.420	
1993-012T16:55:58.700	8.4340	18.420	
1993-012T17:34:17.400	9.7320	18.420	
1993-012T20:34:58.500	8.4340	18.420	
1993-012T21:17:46.600	13.794	18.410	
1993-012T20:31:48.000	13.479	18.410	
1993-012T20:16:28.400	13.479	18.410	
1993-012T16:57:41.600	13.697	18.400	
1993-012T17:00:31.000	13.697	18.400	
1993-012T17:07:22.300	13.697	18.400	
1993-033T20:25:35.100	13.697	18.400	
1993-012T17:43:37.000	14.114	18.390	
1993-012T17:12:33.900	5.6910	18.390	
1993-012T18:04:32.100	22.215	18.390	
1993-012T17:39:10.800	14.114	18.390	
1993-012T20:31:48.000	13.167	18.380	
1993-033T20:28:48.800	8.5190	18.380	
1993-012T17:54:27.200	20.725	18.380	
1993-012T16:48:46.300	13.167	18.380	
1993-012T17:36:00.300	8.5190	18.380	
1993-012T20:20:27.400	15.917	18.370	
1993-012T20:20:27.400	15.917	18.370	
1993-012T17:22:41.800	7.8320	18.370	
1993-012T16:48:19.000	15.917	18.370	
1993-012T16:53:33.600	15.917	18.370	
1993-012T20:14:30.500	7.8320	18.370	
1993-012T20:17:13.800	15.917	18.370	
1993-012T17:14:34.900	12.104	18.370	
1993-033T20:30:01.500	7.8320	18.370	
1993-012T21:01:11.500	15.917	18.370	
1993-012T17:43:15.800	7.8320	18.370	
1993-012T16:54:52.300	7.8320	18.370	
1993-012T17:27:05.000	8.1730	18.360	
1993-033T20:03:41.800	12.679	18.360	
1993-033T20:23:09.900	12.230	18.360	
1993-012T20:21:15.800	12.679	18.360	
1993-012T20:49:57.000	15.595	18.340	
1993-012T21:04:52.300	15.595	18.340	
1993-012T16:55:37.600	15.595	18.340	
1993-012T20:24:08.200	15.595	18.340	
1993-012T17:17:24.300	15.595	18.340	
1993-012T17:14:59.100	15.595	18.340	
1993-012T17:19:49.500	15.595	18.340	
1993-012T20:27:21.800	15.595	18.340	
1993-012T20:51:57.900	14.436	18.340	
1993-012T17:21:26.200	15.595	18.340	
1993-012T20:21:18.800	14.436	18.340	
1993-012T16:48:22.100	15.595	18.340	
1993-012T20:26:33.400	15.595	18.340	
1993-012T17:06:31.000	15.595	18.340	
1993-012T21:09:42.600	15.595	18.340	
1993-012T17:02:04.800	14.436	18.340	
1993-012T17:31:31.100	15.595	18.340	
1993-012T21:18:59.300	15.595	18.340	
1993-012T17:50:52.500	14.436	18.340	
1993-012T21:06:53.300	15.595	18.340	
1993-012T20:28:58.600	15.595	18.340	
1993-012T17:02:04.800	15.595	18.340	
1993-012T20:51:57.900	15.595	18.340	
1993-033T20:56:36.200	15.595	18.340	
1993-012T20:39:24.700	17.004	18.330	
1993-012T17:49:12.600	17.004	18.330	
1993-012T20:19:14.800	17.004	18.330	
1993-012T17:35:54.200	17.004	18.330	
1993-012T17:00:49.100	17.004	18.330	
1993-033T21:09:09.700	11.070	18.330	
1993-012T17:13:19.200	17.004	18.330	
1993-012T17:32:40.600	8.2780	18.330	
1993-012T19:55:02.800	17.004	18.330	
1993-012T17:55:39.800	17.004	18.330	
1993-012T17:27:29.100	16.974	18.320	
1993-012T20:52:22.100	16.974	18.320	
1993-033T20:35:40.400	8.3200	18.320	
1993-012T17:28:41.800	16.974	18.320	
1993-012T20:17:41.000	16.974	18.320	
1993-033T20:34:48.900	16.974	18.320	
1993-012T17:37:58.300	16.974	18.320	
1993-012T20:29:50.000	10.983	18.320	
1993-033T20:22:18.500	16.974	18.320	
1993-012T20:39:52.000	16.974	18.320	
1993-012T20:41:04.600	16.974	18.320	
1993-012T20:19:42.000	16.974	18.320	
1993-033T21:08:18.300	16.974	18.320	
1993-012T16:51:14.500	16.327	18.310	
1993-012T20:58:28.200	16.327	18.310	
1993-012T16:58:05.800	16.327	18.310	
1993-012T17:12:36.900	16.327	18.310	
1993-033T21:15:37.100	16.327	18.310	
1993-012T17:39:13.800	16.327	18.310	
1993-012T20:22:58.600	16.327	18.310	
1993-012T17:39:38.000	16.327	18.310	
1993-033T21:29:20.300	16.327	18.310	
1993-012T17:09:47.500	16.327	18.310	
1993-012T20:27:00.600	16.327	18.310	
1993-012T17:49:18.700	16.327	18.310	
1993-012T20:13:17.800	16.327	18.310	
1993-012T17:08:10.800	18.161	18.310	
1993-012T17:18:15.600	16.327	18.310	
1993-012T17:42:03.200	16.327	18.310	
1993-033T21:25:42.400	16.327	18.310	
1993-012T20:34:16.200	16.327	18.310	
1993-012T20:45:58.000	16.327	18.310	
1993-033T21:12:47.600	16.327	18.310	
1993-012T20:58:28.200	16.327	18.310	
1993-033T21:15:12.900	16.327	18.310	
1993-012T17:54:09.100	16.327	18.310	
1993-033T20:22:45.600	16.327	18.310	
1993-012T20:39:06.600	16.327	18.310	
1993-033T20:13:53.100	16.327	18.310	
1993-033T21:01:54.000	16.327	18.310	
1993-033T20:08:14.100	16.327	18.310	
1993-012T16:48:25.100	16.327	18.310	
1993-012T20:37:05.600	16.327	18.310	
1993-012T20:42:20.200	16.327	18.310	
1993-033T20:55:26.600	16.327	18.310	
1993-033T21:10:46.600	16.327	18.310	
1993-012T20:31:26.800	16.327	18.310	
1993-012T20:38:42.400	16.327	18.310	
1993-012T21:23:04.300	16.327	18.310	
1993-012T20:19:20.800	16.327	18.310	
1993-012T17:29:09.000	16.327	18.310	
1993-012T17:25:07.000	16.327	18.310	
1993-012T20:43:32.800	16.327	18.310	
1993-033T21:32:58.100	16.327	18.310	
1993-012T17:11:48.500	16.327	18.310	
1993-033T21:18:50.800	16.327	18.310	
1993-012T17:06:34.000	16.327	18.310	
1993-012T19:10:22.800	16.327	18.310	
1993-012T20:16:31.500	16.327	18.310	
1993-012T17:08:59.100	16.327	18.310	
1993-012T20:45:09.600	16.327	18.310	
1993-012T20:45:09.600	16.327	18.310	
1993-033T20:18:40.500	18.047	18.300	
1993-012T20:12:50.600	18.047	18.300	
1993-012T20:17:19.800	14.852	18.290	
1993-033T20:47:46.600	14.852	18.290	
1993-012T17:32:22.500	14.852	18.290	
1993-012T20:40:43.400	14.852	18.290	
1993-012T20:02:21.500	7.3350	18.290	
1993-012T17:48:30.300	14.852	18.290	
1993-012T20:27:49.000	14.852	18.290	
1993-033T21:27:43.400	14.852	18.290	
1993-012T16:58:54.200	14.852	18.290	
1993-012T17:36:24.500	14.852	18.290	
1993-033T20:59:25.700	7.3350	18.290	
1993-033T20:46:58.200	14.852	18.290	
1993-012T17:15:20.100	16.132	18.280	
1993-012T20:35:47.000	16.132	18.280	
1993-033T20:20:41.600	8.0510	18.280	
1993-012T17:06:55.100	8.0510	18.280	
1993-012T20:46:16.100	16.132	18.280	
1993-033T20:08:08.100	16.132	18.280	
1993-033T20:47:40.600	8.5910	18.280	
1993-012T20:16:49.600	16.132	18.280	
1993-012T17:24:36.700	16.132	18.280	
1993-012T17:17:21.100	16.132	18.280	
1993-012T17:27:50.300	16.132	18.280	
1993-033T21:08:18.300	8.0510	18.280	
1993-012T20:31:23.800	5.4870	18.280	
1993-012T20:27:21.800	16.450	18.260	
1993-012T17:21:50.400	16.450	18.260	
1993-012T17:14:59.100	16.450	18.260	
1993-012T17:06:55.100	16.450	18.260	
1993-012T16:50:01.900	17.161	18.260	
1993-012T16:56:50.300	16.450	18.260	
1993-012T21:17:01.300	17.161	18.260	
1993-012T17:06:31.000	16.450	18.260	
1993-012T17:42:00.100	14.763	18.260	
1993-033T20:38:29.800	17.161	18.260	
1993-012T17:32:22.500	17.161	18.260	
1993-012T20:32:12.200	16.450	18.260	
1993-033T21:01:26.700	16.450	18.260	
1993-012T20:45:33.800	17.161	18.260	
1993-012T20:20:06.200	14.763	18.260	
1993-012T17:44:01.100	16.450	18.260	
1993-012T21:23:49.600	16.450	18.260	
1993-012T17:13:46.500	16.450	18.260	
1993-012T17:12:33.900	16.450	18.260	
1993-012T17:01:16.400	16.450	18.260	
1993-012T17:19:01.000	16.450	18.260	
1993-012T20:43:54.000	16.450	18.260	
1993-012T17:42:00.100	16.450	18.260	
1993-012T20:57:15.500	17.161	18.260	
1993-012T17:33:07.900	16.450	18.260	
1993-012T20:43:54.000	16.450	18.260	
1993-012T17:10:32.900	16.450	18.260	
1993-012T17:16:11.600	16.450	18.260	
1993-012T16:57:41.600	17.161	18.260	
1993-012T20:54:26.100	17.161	18.260	
1993-012T20:53:59.000	14.763	18.260	
1993-033T20:56:12.000	9.0580	18.260	
1993-012T20:35:25.800	16.450	18.260	
1993-012T20:29:22.800	16.450	18.260	
1993-012T16:52:48.300	16.450	18.260	
1993-012T20:45:06.500	16.450	18.260	
1993-012T20:15:40.000	16.450	18.260	
1993-033T21:03:52.000	16.450	18.260	
1993-012T20:25:45.000	14.763	18.260	
1993-012T17:46:02.100	16.450	18.260	
1993-033T20:17:52.100	16.450	18.260	
1993-012T20:08:03.300	14.204	18.250	
1993-012T20:36:17.200	14.204	18.250	
1993-012T16:52:27.100	14.204	18.250	
1993-033T21:20:51.900	14.204	18.250	
1993-012T17:06:09.800	14.204	18.250	
1993-012T17:14:56.000	14.455	18.250	
1993-033T21:33:46.600	14.204	18.250	
1993-012T20:22:10.200	14.204	18.250	
1993-012T17:17:27.300	14.204	18.250	
1993-033T21:01:29.800	14.204	18.250	
1993-033T21:24:29.800	14.204	18.250	
1993-033T21:29:44.500	14.204	18.250	
1993-012T17:54:33.300	8.1230	18.240	
1993-012T16:55:37.600	12.554	18.240	
1993-012T20:18:32.500	8.1230	18.240	
1993-012T17:02:07.800	8.1230	18.240	
1993-033T20:16:18.300	8.1230	18.240	
1993-012T17:55:15.600	17.900	18.240	
1993-033T21:28:28.800	12.554	18.240	
1993-012T21:12:59.300	8.1230	18.240	
1993-012T20:20:33.500	8.1230	18.240	
1993-012T20:31:26.800	8.1230	18.240	
1993-012T20:29:50.000	8.1230	18.240	
1993-012T20:11:41.100	15.514	18.230	
1993-012T20:59:40.700	15.514	18.230	
1993-033T21:27:43.400	15.514	18.230	
1993-033T20:11:27.800	15.514	18.230	
1993-012T16:48:25.100	15.514	18.230	
1993-012T21:02:06.000	15.514	18.230	
1993-012T20:26:57.600	8.8000	18.230	
1993-012T20:21:21.800	15.514	18.230	
1993-012T17:27:08.000	15.514	18.230	
1993-012T20:52:49.400	7.6400	18.230	
1993-012T17:12:12.700	15.514	18.230	
1993-012T21:01:17.600	15.514	18.230	
1993-033T21:20:27.600	15.514	18.230	
1993-012T20:14:06.300	15.514	18.230	
1993-012T20:47:59.000	15.514	18.230	
1993-012T16:48:49.300	15.514	18.230	
1993-012T16:51:38.700	15.514	18.230	
1993-012T20:41:31.800	15.514	18.230	
1993-033T20:09:51.000	15.514	18.230	
1993-012T20:27:00.600	15.514	18.230	
1993-012T20:49:11.600	15.514	18.230	
1993-012T20:30:14.200	7.6400	18.230	
1993-033T20:48:10.800	15.514	18.230	
1993-012T20:24:59.600	15.514	18.230	
1993-033T20:59:04.500	15.514	18.230	
1993-012T20:17:44.000	15.514	18.230	
1993-012T21:03:42.800	15.514	18.230	
1993-012T20:49:11.600	15.514	18.230	
1993-012T17:06:09.800	15.514	18.230	
1993-012T17:00:24.900	8.4340	18.210	
1993-012T17:33:53.200	8.4340	18.210	
1993-012T20:49:35.800	11.759	18.210	
1993-012T20:39:24.700	8.4340	18.210	
1993-012T18:14:37.100	13.454	18.200	
1993-012T16:51:32.600	14.866	18.200	
1993-033T21:22:22.600	16.348	18.190	
1993-012T17:44:22.300	16.348	18.190	
1993-033T20:51:42.700	16.348	18.190	
1993-012T17:50:01.100	16.348	18.190	
1993-012T20:31:20.800	17.226	18.190	
1993-033T20:45:42.600	5.7940	18.190	
1993-012T16:54:00.800	5.7940	18.190	
1993-033T21:03:24.800	16.348	18.190	
1993-012T17:15:20.100	16.348	18.190	
1993-012T20:28:07.100	16.348	18.190	
1993-012T20:26:54.600	16.348	18.190	
1993-012T21:13:41.600	16.348	18.190	
1993-012T16:54:46.100	16.348	18.190	
1993-012T20:29:47.000	10.538	18.190	
1993-012T17:01:37.500	16.348	18.190	
1993-012T17:12:58.100	8.5470	18.170	
1993-012T16:54:52.300	13.075	18.170	
1993-012T17:19:28.300	13.075	18.170	
1993-012T17:44:49.500	8.5470	18.170	
1993-012T18:11:50.800	15.935	18.160	
1993-012T17:39:59.200	15.935	18.160	
1993-012T20:37:02.600	15.935	18.160	
1993-012T20:19:17.800	15.935	18.160	
1993-012T17:07:19.300	15.935	18.160	
1993-012T20:42:41.300	15.935	18.160	
1993-012T17:45:37.900	15.935	18.160	
1993-012T17:36:21.500	15.935	18.160	
1993-012T20:27:46.000	15.935	18.160	
1993-033T21:27:16.200	15.935	18.160	
1993-012T20:59:13.500	15.935	18.160	
1993-012T17:19:01.000	15.935	18.160	
1993-012T17:36:21.500	15.935	18.160	
1993-012T17:11:21.300	15.935	18.160	
1993-012T17:19:25.300	15.935	18.160	
1993-033T20:35:58.500	8.9100	18.160	
1993-033T21:24:26.700	15.935	18.160	
1993-012T17:15:23.300	15.935	18.160	
1993-012T17:53:17.600	15.935	18.160	
1993-012T20:45:06.500	15.935	18.160	
1993-033T20:25:56.300	15.935	18.160	
1993-012T17:15:47.500	15.935	18.160	
1993-033T20:58:13.100	15.935	18.160	
1993-012T17:56:07.000	15.935	18.160	
1993-012T16:53:12.500	15.935	18.160	
1993-033T20:19:53.200	15.935	18.160	
1993-012T20:20:54.600	15.935	18.160	
1993-012T16:58:51.200	15.935	18.160	
1993-012T17:35:08.900	15.935	18.160	
1993-012T20:35:01.600	15.935	18.160	
1993-012T20:31:48.000	15.935	18.160	
1993-012T16:48:22.100	15.935	18.160	
1993-012T17:24:39.800	15.935	18.160	
1993-012T17:28:17.600	15.935	18.160	
1993-012T20:50:21.100	15.935	18.160	
1993-012T20:32:57.600	8.9100	18.160	
1993-012T17:19:01.000	15.935	18.160	
1993-012T17:08:56.100	15.935	18.160	
1993-012T16:58:27.000	15.093	18.150	
1993-012T20:22:31.400	15.093	18.150	
1993-012T20:10:46.600	23.757	18.150	
1993-012T16:51:35.700	15.093	18.150	
1993-012T17:12:58.100	15.093	18.150	
1993-012T21:06:53.300	15.093	18.150	
1993-012T21:06:29.100	15.093	18.150	
1993-012T17:53:17.600	15.093	18.150	
1993-033T20:47:43.600	15.093	18.150	
1993-012T17:37:09.900	15.093	18.150	
1993-012T20:47:56.000	15.093	18.150	
1993-033T20:20:41.600	15.093	18.150	
1993-033T21:19:36.100	15.093	18.150	
1993-033T20:11:24.800	15.093	18.150	
1993-012T16:50:01.900	7.9280	18.140	
1993-012T17:28:20.600	7.9280	18.140	
1993-012T20:31:02.600	7.9280	18.140	
1993-012T17:37:12.900	7.9280	18.140	
1993-033T20:13:28.900	7.9280	18.140	
1993-033T21:30:32.900	7.9280	18.140	
1993-012T20:08:27.500	7.9280	18.140	
1993-012T20:25:48.000	7.9280	18.140	
1993-033T20:14:41.500	7.9280	18.140	
1993-012T20:39:24.700	8.2780	18.130	
1993-012T20:43:02.500	8.2780	18.130	
1993-012T17:06:27.800	8.7500	18.120	
1993-012T17:29:51.200	15.282	18.120	
1993-012T17:30:15.500	13.064	18.120	
1993-033T20:53:22.500	8.4210	18.120	
